yearsReviews,sentimiento,item_name
2012,2,Sigils of Elohim
2014,6,Cavern Kings
2014,2,Rising Angels: Reborn
2014,2,Disney Infinity 2.0
2015,2,Might & Magic Heroes VII 
2014,2,Hardland
2015,4,20XX
2012,39,Geometry Dash
2014,3,Geometry Dash
2015,80,Geometry Dash
2012,30,Don't Starve Together
2014,27,Don't Starve Together
2015,115,Don't Starve Together
2012,42,SUPERHOT
2015,0,Dynasty Warriors 8 - Empires
2012,4,Vanishing Realms
2015,2,"War, the Game"
2015,4,"Warhammer 40,000: Regicide"
2014,8,theHunter: Primal
2015,11,theHunter: Primal
2014,2,Gods vs Humans
2014,2,The World II (Hunting BOSS)
2012,2,Grow Home
2015,8,Grow Home
2012,29,TERA
2015,55,TERA
2015,4,The Magic Circle
2015,2,Alphadia Genesis
2012,6,DRAGON BALL XENOVERSE
2015,46,DRAGON BALL XENOVERSE
2012,2,Jotun
2012,2,911: First Responders
2015,6,911: First Responders
2015,2,Decay - The Mare
2012,9,Move or Die
2012,3,Rising World
2015,4,Rising World
2014,2,Verde Station
2015,2,CLANNAD
2014,2,Pyrite Heart
2015,2,Pyrite Heart
2015,2,VoidExpanse
2012,4,Bus Simulator 16
2015,2,Halo: Spartan Strike
2015,2,Impossible Creatures
2012,0,TOXIKK
2015,10,TOXIKK
2014,3,MAGIX PC Check & Tuning 2015
2015,2,Save the Furries
2015,2,BEARZERKERS
2012,2,Sword Coast Legends
2012,2,Total War: ATTILA
2015,19,Total War: ATTILA
2015,2,Death Skid Marks
2015,2,Shroud of the Avatar: Forsaken Virtues
2012,4,Windward
2015,6,Windward
2012,9,ShellShock Live
2015,8,If My Heart Had Wings
2012,2,Warhammer Quest
2015,2,Deep Eclipse
2012,7,Gloria Victis
2012,2,Out of Reach
2015,0,Out of Reach
2012,2,Tilt Brush
2015,2,Anna's Quest
2012,2,A Bird Story
2014,11,A Bird Story
2015,6,A Bird Story
2015,2,Zenzizenzic
2015,2,Traverser
2015,6,CaesarIA
2015,2,Ironcast
2014,2,Tron 2.0
2015,8,Salt
2012,5,I am Bread
2014,8,I am Bread
2015,13,I am Bread
2014,2,Sword of the Samurai
2015,2,Tales Runner
2014,2,Reflex
2015,4,Reflex
2015,2,Wild Season - Episode 1
2012,0,Potatoman Seeks the Troof
2014,1,Potatoman Seeks the Troof
2015,1,Potatoman Seeks the Troof
2014,2,Rugby Union Team Manager 2015
2014,2,The Deer God
2015,2,The Deer God
2012,1,Devil May Cry® 4 Special Edition
2015,1,Devil May Cry® 4 Special Edition
2014,4,Gems of War
2012,4,Reassembly
2015,2,Reassembly
2014,2,Volo Airsport
2015,2,State of Decay: Year-One
2012,4,Sonic Lost World
2015,6,Sonic Lost World
2015,2,Phantom Breaker: Battle Grounds
2012,1,NAM
2015,2,The Moon Sliver
2012,3,Catlateral Damage
2012,2,The Slaughtering Grounds
2015,8,The Slaughtering Grounds
2015,2,Movie Studio 13 Platinum - Steam Powered
2015,2,BossConstructor
2012,2,Robotex
2015,2,Grandia II Anniversary Edition
2012,2,Noct
2015,2,Noct
2012,2,Shark Attack Deathmatch 2
2015,2,Shark Attack Deathmatch 2
2012,2,Read Only Memories
2012,30,Tales from the Borderlands
2014,26,Tales from the Borderlands
2015,44,Tales from the Borderlands
2012,12,Game of Thrones - A Telltale Games Series
2014,8,Game of Thrones - A Telltale Games Series
2015,26,Game of Thrones - A Telltale Games Series
2015,0,Passing Pineview Forest
2012,2,Cars
2015,4,Master Spy
2012,9,Grass Simulator
2015,4,Grass Simulator
2015,2,Thief Town
2012,0,bit Dungeon II
2012,4,Everlasting Summer
2014,18,Everlasting Summer
2015,8,Everlasting Summer
2012,2,Executive Assault
2015,9,Executive Assault
2012,2,ONE PIECE PIRATE WARRIORS 3
2015,1,ONE PIECE PIRATE WARRIORS 3
2015,6,The Jackbox Party Pack
2012,1,Why So Evil
2012,1,School of Dragons: How to Train Your Dragon
2014,2,School of Dragons: How to Train Your Dragon
2015,2,School of Dragons: How to Train Your Dragon
2015,2,Axiom Verge
2015,2,The Next Penelope
2015,15,LEGO® Worlds
2012,1,Girlfriend Rescue
2012,2,GRAV
2015,8,GRAV
2014,2,We Slay Monsters
2015,3,Amazing Frog?
2015,2,Darkness Assault
2012,1,Five Nights at Freddy's 2
2014,42,Five Nights at Freddy's 2
2015,42,Five Nights at Freddy's 2
2015,2,Storm United
2012,2,Forward to the Sky
2015,2,Tales of Aravorn: Seasons Of The Wolf
2012,12,NEKOPARA Vol. 1
2014,1,NEKOPARA Vol. 1
2015,27,NEKOPARA Vol. 1
2012,58,Dirty Bomb
2015,155,Dirty Bomb
2015,17,Medieval Engineers
2012,2,AKIBA'S TRIP: Undead & Undressed
2015,8,AKIBA'S TRIP: Undead & Undressed
2012,4,Down To One
2015,2,Down To One
2015,4,Hektor
2012,0,Armikrog
2012,2,Fortified
2012,16,Town of Salem
2015,36,Town of Salem
2015,2,The Ingenious Machine: New and Improved Edition
2012,2,Tormentum - Dark Sorrow
2012,2,VRC PRO
2015,4,Magic Barrage - Bitferno
2015,2,200% Mixed Juice!
2012,3,Transformice
2015,35,Transformice
2012,8,DARK SOULS™ II: Scholar of the First Sin
2015,20,DARK SOULS™ II: Scholar of the First Sin
2014,2,Brick-Force
2015,3,Brick-Force
2015,2,Grimoire: Manastorm
2012,6,LISA
2015,4,LISA
2015,2,Dream Of Mirror Online
2015,1,Goats on a Bridge
2014,2,Rooster Teeth vs. Zombiens
2015,2,Rooster Teeth vs. Zombiens
2015,1,Bloodsports.TV
2012,2,Outcast 1.1
2015,2,HIT
2012,28,Deus Ex: Mankind Divided™
2014,0,Deadnaut
2015,2,"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s"
2012,14,Paint the Town Red
2015,10,Paint the Town Red
2012,2,Avernum 2: Crystal Souls
2012,4,The SKIES
2015,10,Echoes+
2012,6,Ratz Instagib 2.0
2015,22,Ratz Instagib 2.0
2012,2,Warden: Melody of the Undergrowth
2015,2,Nightbanes
2012,2,The Technomancer
2012,2,Teenage Mutant Ninja Turtles: Mutants in Manhattan
2015,3,Navy Field 2 : Conqueror of the Ocean
2015,2,TRANSFORMERS: Devastation
2014,2,Fork Parker's Holiday Profit Hike
2015,2,Fork Parker's Holiday Profit Hike
2015,2,Dead Synchronicity: Tomorrow Comes Today
2015,1,ZOMBI
2015,12,Strife
2015,1,Castle
2012,0,Resident Evil 0 / biohazard 0 HD REMASTER
2012,2,Choice of Robots
2014,2,Choice of Robots
2015,3,Choice of Robots
2015,2,Runestone Keeper
2012,5,FreeStyle2: Street Basketball
2015,11,FreeStyle2: Street Basketball
2012,7,HuniePop
2015,62,HuniePop
2012,1,Uncraft World
2012,2,Survivalist
2015,0,Survivalist
2015,4,Basement
2015,10,FINAL FANTASY TYPE-0 HD
2015,2,Teddy Floppy Ear - Mountain Adventure
2015,2,Teddy Floppy Ear - Kayaking
2015,1,Domestic Dog
2012,2,Quintet
2015,2,Quintet
2015,2,Spartans Vs Zombies Defense
2015,2,Armed with Wings: Rearmed
2012,2,Sunrider Academy
2012,4,Deepworld
2015,2,Deepworld
2012,6,Mad Games Tycoon
2015,2,Mad Games Tycoon
2015,3,Greyfox
2015,2,Stardust Vanguards
2015,4,Among Ripples
2012,1,Keep Talking and Nobody Explodes
2015,6,Keep Talking and Nobody Explodes
2015,1,Hatred
2012,0,MechWarrior Online
2015,5,MechWarrior Online
2015,1,Nevermind
2015,0,Zombie Kill of the Week - Reborn
2012,1,Company of Heroes: Europe at War
2015,6,Sakura Angels
2015,4,Gunscape
2012,2,Phantasmal
2015,2,Phantasmal
2012,4,Airships: Conquer the Skies
2015,2,Airships: Conquer the Skies
2012,1,12 Labours of Hercules
2015,2,12 Labours of Hercules
2015,2,"It came from space, and ate our brains"
2015,2,Samudai
2015,2,Pixel Survivors
2015,0,Destination Sol
2015,2,The Mystery of the Druids
2015,4,NEED FOR MADNESS ?
2015,1,Particula
2012,2,Bob Was Hungry
2015,0,KHOLAT
2015,3,Cat Goes Fishing
2012,2,Voxelized
2015,2,Voxelized
2015,2,Princess Evangile
2015,0,CRYPTARK
2015,2,Deadly Profits
2012,4,Reign Of Kings
2015,52,Reign Of Kings
2012,2,fault - milestone two side:above
2015,4,fault - milestone two side:above
2015,4,Crystal Story II
2012,5,Victor Vran
2015,2,Victor Vran
2015,6,Tasty Blue
2012,4,LIGHTNING RETURNS: FINAL FANTASY XIII
2015,4,LIGHTNING RETURNS: FINAL FANTASY XIII
2012,1,TyranoBuilder Visual Novel Studio
2015,4,TyranoBuilder Visual Novel Studio
2012,6,King's Quest
2015,3,King's Quest
2015,2,Vapour
2015,8,Infinite Crisis™
2012,3,The Fruit of Grisaia
2015,4,The Fruit of Grisaia
2015,20,Without Within
2015,2,Shantae and the Pirate's Curse
2012,10,Besiege
2015,79,Besiege
2012,111,ARK: Survival Evolved
2015,249,ARK: Survival Evolved
2012,6,Boring Man - Online Tactical Stickman Combat
2015,22,Boring Man - Online Tactical Stickman Combat
2015,2,David.
2012,4,The Old Tree
2015,7,The Old Tree
2015,0,Into The War
2012,2,Hero of the Kingdom II
2015,2,Hero of the Kingdom II
2012,35,AdVenture Capitalist
2015,149,AdVenture Capitalist
2012,2,Shadowrun: Hong Kong - Extended Edition
2012,4,Steredenn
2012,2,Terra Incognita ~ Chapter One: The Descendant
2012,2,Hidden Object Bundle 4 in 1
2012,1,Gaokao.Love.100Days
2015,2,Gaokao.Love.100Days
2015,2,16 Bit Arena
2012,5,Fairy Fencer F
2015,1,Fairy Fencer F
2012,2,Forsaken Isle
2012,0,Siege Wars
2015,2,The Interview
2012,1,Bierzerkers
2015,4,SAMURAI WARRIORS 4-II
2012,2,Beyond Sol
2012,2,Voices from the Sea
2015,10,Voices from the Sea
2015,2,Immune
2012,2,Saint Seiya: Soldiers' Soul
2012,2,MyDream
2015,2,Odysseus: Long Way Home
2012,11,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4
2012,0,Notrium
2015,2,Notrium
2015,2,The Black Watchmen
2012,0,Modular Combat
2015,7,Modular Combat
2015,1,Burstfire
2012,5,Aftermath
2015,16,Aftermath
2015,1,Shelter 2 Soundtrack
2012,6,Wolfenstein: The Old Blood 
2015,8,Wolfenstein: The Old Blood 
2015,1,Dead Sea
2012,0,BLADESTORM: Nightmare
2015,2,BIOS
2012,2,Pixel Puzzles 2: Anime
2015,1,Moonrise
2012,2,Cricket Captain 2015
2012,2,Regency Solitaire
2015,2,Regency Solitaire
2015,15,Survival: Postapocalypse Now
2015,2,Quiplash
2015,16,Killing Floor: Uncovered
2012,4,Eternal Senia
2015,17,Eternal Senia
2012,2,UnReal World
2015,7,Hyperdimension Neptunia Re;Birth2 Sisters Generation
2015,4,Invisible Apartment
2015,9,Dev Guy
2015,4,Pregnancy
2012,2,Tales of Zestiria
2015,9,Tales of Zestiria
2015,2,Riff Racer
2015,2,Locoland
2012,2,Spirit Of War
2015,2,LEGO® Jurassic World
2012,2,Dead Realm
2015,33,Dead Realm
2012,2,The Silent Age
2015,2,Subspace Continuum
2015,4,Better Late Than DEAD
2015,2,Star Horizon
2015,2,Chicken Invaders 5
2012,8,Time of Dragons
2012,6,Hyperdimension Neptunia Re;Birth3 V Generation
2015,3,Hyperdimension Neptunia Re;Birth3 V Generation
2012,2,Love at First Sight
2012,2,how do you Do It?
2015,8,how do you Do It?
2012,8,Plug & Play
2015,13,Plug & Play
2012,2,Train Valley
2015,1,D.U.S.T.
2012,0,Five Nights at Freddy's 3
2015,33,Five Nights at Freddy's 3
2015,0,WRC 5
2012,2,"Please, Don’t Touch Anything"
2015,3,"Please, Don’t Touch Anything"
2012,6,LoveBeat
2012,2,Assassin’s Creed® Chronicles: China
2015,0,Assassin’s Creed® Chronicles: China
2012,2,Tadpole Treble
2012,2,STAR WARS™: X-Wing Special Edition
2015,9,PAYDAY: The Web Series
2015,2,The Settlers Online
2015,2,MISSING: An Interactive Thriller - Episode One
2012,2,GlassWire
2012,2,Gravilon
2012,15,Codename CURE
2015,16,Codename CURE
2015,0,STAR WARS™: TIE Fighter Special Edition
2012,8,Survarium
2015,10,Survarium
2015,2,Albino Lullaby: Episode 1
2015,0,Age of Empires II HD: The African Kingdoms
2015,9,Commander Cool 2
2015,0,Soccer Manager 2015
2015,2,Orbit HD
2012,2,STAR WARS™ Galactic Battlegrounds Saga
2012,1,Soccer Rage
2015,3,Soccer Rage
2012,2,Port of Call
2012,5,Party Hard
2015,4,Party Hard
2012,2,Metro Conflict
2015,3,Metro Conflict
2012,5,Spooky's Jump Scare Mansion
2015,20,Spooky's Jump Scare Mansion
2012,2,The Collider 2
2012,2,UBERMOSH
2015,4,UBERMOSH
2015,1,Space Beast Terror Fright
2012,5,Cobalt
2015,2,Angry Video Game Nerd: The Movie
2015,2,Mars
2012,2,Frozen Free Fall: Snowball Fight
2015,4,Frozen Free Fall: Snowball Fight
2015,0,Unium
2015,2,Project Explore
2012,0,Home Improvisation: Furniture Sandbox
2012,2,Rogue Continuum 
2012,2,D4: Dark Dreams Don't Die
2015,1,D4: Dark Dreams Don't Die
2012,1,The Curious Expedition
2015,2,Cosmo's Cosmic Adventure
2015,2,Crystal Caves
2015,2,Hocus Pocus
2015,2,Word Rescue
2012,2,Sunrider: Liberation Day - Captain's Edition
2015,2,Canabalt
2015,2,The Music Machine
2012,11,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad
2015,22,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad
2012,15,Elite Dangerous
2015,26,Elite Dangerous
2015,2,Amnesia™: Memories
2012,3,Motivational Growth
2012,83,Tom Clancy's Rainbow Six Siege
2015,11,Tom Clancy's Rainbow Six Siege
2015,7,Copa Petrobras de Marcas
2012,6,FINAL FANTASY X/X-2 HD Remaster
2012,2,Shadows Peak
2012,2,How to Survive 2
2015,2,Victory Command
2015,0,Cursed Sight
2012,1,12 Labours of Hercules II: The Cretan Bull
2015,2,12 Labours of Hercules II: The Cretan Bull
2012,4,Cards and Castles
2015,2,Cards and Castles
2012,4,Downwell
2015,6,Downwell
2015,1,Run and Fire
2012,2,Ultimate Tic-Tac-Toe
2015,4,Ultimate Tic-Tac-Toe
2012,2,The Mean Greens - Plastic Warfare
2015,4,The Mean Greens - Plastic Warfare
2012,4,Descent: Underground
2012,2,Turmoil
2015,2,Cradle
2012,0,404Sight
2015,7,404Sight
2015,2,Mortal Kombat: Legacy
2015,2,Tree of Life
2015,2,Mortal Kombat: Legacy II
2012,4,Software Inc.
2015,2,Software Inc.
2012,4,Fran Bow
2015,0,Fighties
2015,2,RPG Maker 2003
2012,9,Black Mesa
2015,26,Black Mesa
2012,1,Garfield Kart
2015,2,O3DX
2015,2,Interstellar Rift
2015,3,Spermination
2015,2,Grave Prosperity: Redux- part 1
2012,2,Escape Machines
2015,4,Tea Party Simulator 2015™
2012,0,Battlefleet Gothic: Armada
2015,4,RPG Maker MV
2012,34,Clicker Heroes
2015,91,Clicker Heroes
2015,3,Face It - A game to fight inner demons
2012,0,Swordsman
2012,41,Total War: WARHAMMER
2012,2,Downfall
2012,8,Roguelands
2015,2,Freshman Year
2015,2,Transcendence
2015,2,One Manga Day
2012,17,Transmissions: Element 120
2012,2,Battle Brothers
2012,9,Hacknet
2015,8,Hacknet
2012,39,Tom Clancy's The Division
2012,0,OlliOlli2: Welcome to Olliwood
2015,2,OlliOlli2: Welcome to Olliwood
2012,7,Blender 2.77
2015,8,Blender 2.77
2012,2,FLYING TIGERS: SHADOWS OVER CHINA
2012,2,Iggy's Egg Adventure
2012,0,Wurm Unlimited
2015,2,Wurm Unlimited
2012,4,Savage Resurrection
2012,2,Adorables
2012,2,Call of Duty: Black Ops III - Awakening DLC Pack
2012,2,Vernon's Legacy
2012,2,Seduce Me the Otome
2015,8,Seduce Me the Otome
2012,1,Angels Fall First
2012,2,Pixel Star
2012,2,Poly Bridge
2015,4,Poly Bridge
2012,25,Dragon's Dogma: Dark Arisen
2015,4,oO
2012,7,Hook
2015,7,Hook
2012,4,Controller Companion
2015,2,Controller Companion
2015,4,Aero's Quest
2015,0,WORLD END ECONOMiCA episode.02
2012,18,Kingdom: Classic
2015,4,Kingdom: Classic
2012,8,CrossCode
2015,2,CrossCode
2012,2,60 Seconds!
2015,2,60 Seconds!
2012,2,Her Story
2015,4,Assassin's Creed Syndicate
2015,2,Sirius Online
2012,5,No Time To Explain Remastered
2015,0,No Time To Explain Remastered
2012,4,Obliteracers
2012,2,Nebula Online
2012,2,Garbage Day
2012,2,Brilliant Bob
2015,2,Brilliant Bob
2015,3,Despair
2015,2,Pongo
2015,2,Amygdala
2012,16,Ghost in the Shell Stand Alone Complex First Assault Online
2015,14,Ghost in the Shell Stand Alone Complex First Assault Online
2012,2,Airport Madness: World Edition
2012,2,Adventure Time: Finn and Jake Investigations
2015,4,Let the Cat In
2012,2,NotGTAV
2015,22,NotGTAV
2015,2,Templar Battleforce
2012,2,Lilly and Sasha: Nexus of Souls
2015,8,Uncrowded
2015,2,LOOP: A Tranquil Puzzle Game
2015,2,Ruzh Delta Z
2012,8,NBA 2K16
2012,4,Season of 12 Colors
2015,2,TIS-100
2015,2,Pixel Galaxy
2012,1,Fated Souls
2012,2,Waste Walkers
2015,2,Super 3-D Noah's Ark
2012,2,Making History: The Calm and the Storm Gold Edition
2012,2,Halcyon 6: Starbase Commander
2012,1,Teddy Floppy Ear - The Race
2015,0,Teddy Floppy Ear - The Race
2015,1,Grey Cubes
2012,1,Tap Heroes
2012,9,Far Cry Primal
2012,16,Tree of Savior (English Ver.)
2015,1,Spooky Cats
2012,4,The Lost Mythologies
2015,4,RPG MO
2015,2,Temper Tantrum
2012,3,Kung Fury: Street Rage
2015,11,Kung Fury: Street Rage
2015,2,All Is Dust
2012,2,Cast of the Seven Godsends - Redux
2012,4,Contradiction - the all-video murder mystery adventure
2015,4,Contradiction - the all-video murder mystery adventure
2012,3,Divinity: Original Sin Enhanced Edition
2015,3,Divinity: Original Sin Enhanced Edition
2015,3,Aion
2012,10,LiEat
2012,4,Portal Knights
2015,1,Winter Sports Trilogy Super Pack
2012,73,DARK SOULS III
2012,10,Kung Fury
2015,77,Kung Fury
2012,1,Ember Strike
2015,1,Korwin The Game
2015,2,Death Tractor
2015,1,Sakura Fantasy Chapter 1
2015,1,Bitweb
2012,6,"Warhammer 40,000: Eternal Crusade"
2012,0,New kind of adventure
2015,7,New kind of adventure
2012,2,Air Brawl
2015,6,Air Brawl
2012,2,Human Resource Machine
2015,8,Human Resource Machine
2015,2,Anno 2205
2012,4,Viridi
2015,16,Viridi
2012,2,Pro Evolution Soccer 2016
2015,2,Pro Evolution Soccer 2016
2015,0,SAGA
2012,5,The Isle
2015,2,The Isle
2012,4,GUILTY GEAR Xrd -SIGN-
2015,2,Big Fish Legend
2012,12,WildStar
2012,2,Big Thinkers 1st Grade
2012,1,Minecraft: Story Mode - A Telltale Games Series
2015,25,Minecraft: Story Mode - A Telltale Games Series
2015,2,Tiki Man
2012,2,Hide & Hold Out - H2o
2012,91,Fallout 4
2015,204,Fallout 4
2015,3,Close Your Eyes
2015,2,Sakura Beach
2015,2,Mushihimesama
2012,8,Football Manager 2016
2015,1,Football Manager 2016
2015,2,Nomad
2015,2,Untamed: Life Of A Cougar
2012,1,Blues and Bullets
2015,2,Thea: The Awakening
2015,0,Galagan's Island: Reprymian Rising
2012,2,Technolust
2012,96,DOOM
2012,6,Panzermadels: Tank Dating Simulator
2012,2,Hover Junkers
2015,0,Tap Tap Infinity
2015,14,Fishing Planet
2012,2,Teeworlds
2015,4,Teeworlds
2012,2,Barbara-ian
2015,2,Sky Rogue
2012,2,Shoppe Keep
2015,8,Shoppe Keep
2012,59,Dead by Daylight
2015,2,My Paper Boat
2012,4,Dragon Saga
2015,0,Dragon Saga
2012,4,Eon Altar
2012,2,Virtual Desktop
2012,2,Relic Hunters Zero
2015,9,Relic Hunters Zero
2015,2,Steve Chong Finds Out That Suicide is a Bad Idea
2012,2,FINAL FANTASY V
2012,18,Sakura Clicker
2015,51,Sakura Clicker
2012,5,Empyrion - Galactic Survival
2015,6,Empyrion - Galactic Survival
2012,0,Dead Island Definitive Edition
2012,4,Dungeon Souls
2015,2,Dungeon Souls
2012,2,Hue
2012,0,Sound of Drop - fall into poison -
2015,8,Flesh Eaters
2015,0,Funk of Titans
2012,4,The Ship: Remasted
2012,75,Firewatch
2012,12,Rivals of Aether
2015,5,Rivals of Aether
2012,2,Cross of the Dutchman
2012,0,Pathologic Classic HD
2015,5,TeraBlaster
2012,2,Prominence Poker
2012,6,ABZU
2012,2,CPUCores :: Maximize Your FPS
2015,2,CPUCores :: Maximize Your FPS
2015,2,Dead In Bermuda
2015,2,Fingered
2012,2,Necropolis
2012,2,Zombie Party
2012,6,Aviary Attorney
2015,2,Battle for Blood - Epic battles within 30 seconds!
2015,2,Gon' E-Choo!
2012,0,Ultimate Arena
2015,2,Lamia Must Die
2012,0,Stray Cat Crossing
2015,2,Stray Cat Crossing
2012,5,Radiator 2
2015,2,Astro Lords
2015,0,Cosmic Rocket Defender
2012,2,INK
2015,2,INK
2012,8,WWE 2K16
2012,4,NBA 2K17
2012,9,Time Clickers
2015,21,Time Clickers
2012,9,NEKOPARA Vol. 0
2015,13,NEKOPARA Vol. 0
2015,2,Golden Rush
2015,2,Scott in Space
2012,5,Planetary Annihilation: TITANS
2015,6,Planetary Annihilation: TITANS
2012,2,Crossout
2012,46,SMITE
2015,51,SMITE
2012,0,Rake
2015,6,Rake
2012,5,Ultimate Chicken Horse
2015,2,Steel Rain
2012,2,Ori and the Blind Forest: Definitive Edition
2012,6,Hyperdimension Neptunia U: Action Unleashed
2012,2,Sol 0: Mars Colonization
2012,1,the static speaks my name
2015,16,the static speaks my name
2012,0,Clown House (Palyaço Evi)
2012,20,Scrap Mechanic
2015,4,Borderless Gaming
2012,2,Five Nights at Freddy's 4
2015,20,Five Nights at Freddy's 4
2012,0,Spakoyno: Back To USSR 2.0
2012,1,Day of the Tentacle Remastered
2012,1,Darksiders II: Deathinitive Edition
2012,1,BlazBlue: Chronophantasma Extend
2012,4,Oxenfree
2012,2,A Lenda do Herói - O Jogo
2012,6,Maximum Override
2012,0,Knight Online
2012,2,Wild Animal Racing
2012,10,Mitos.is: The Game
2015,15,Mitos.is: The Game
2012,0,Mugen Souls
2012,2,Bulb Boy
2012,3,Umbrella Corps™ / Biohazard Umbrella Corps™
2012,2,PewDiePie: Legend of the Brofist
2015,2,PewDiePie: Legend of the Brofist
2012,4,Steel Ocean
2015,6,Steel Ocean
2012,2,Sora
2012,7,F1 2016
2012,20,Rise of the Tomb Raider
2015,2,Labyronia RPG
2012,2,Fingerbones
2015,4,Fingerbones
2012,1,WARMODE
2015,15,WARMODE
2012,162,Undertale
2015,178,Undertale
2012,4,Layers of Fear
2015,5,Layers of Fear
2012,8,Crashlands
2015,3,Silver Creek Falls - Chapter 1
2012,0,Bad Rats Show
2012,19,Squad
2015,12,Squad
2012,3,World of Soccer online
2015,7,World of Soccer online
2012,8,Hurtworld
2015,18,Hurtworld
2012,3,Insanity Clicker
2015,1,Burning Man: Beyond Black Rock
2012,4,Pretty Girls Mahjong Solitaire
2012,1,Atom Universe
2012,16,Battleborn
2012,6,Punch Club
2012,19,Hearts of Iron IV
2012,2,BattleStick
2012,5,HELLDIVERS™
2015,4,HELLDIVERS™
2012,15,Tower Unite
2012,2,Office Battle
2012,4,DEADBOLT
2012,1,Miracle Fly
2012,2,Ben and Ed
2012,4,Missing Translation
2015,6,Missing Translation
2015,1,Get Rich or Die Gaming
2012,3,World's Fastest Pizza
2012,2,Battlevoid: Harbinger
2012,2,ACE Academy
2015,2,ACE Academy
2012,2,EVERSPACE™
2012,5,GRIP
2015,2,Sphere III: Enchanted World
2012,3,MachineCraft
2012,17,SimplePlanes
2015,6,SimplePlanes
2012,3,Zoombinis
2015,6,Zoombinis
2015,1,Labyronia RPG 2
2012,2,Deus Ex: Revision
2015,2,Deus Ex: Revision
2012,0,Shmadow
2015,1,GooCubelets
2012,2,Hyperspace Invaders II: Pixel Edition
2012,1,Invasion
2012,2,Protoshift
2015,4,Highschool Romance
2012,2,Euclidean
2015,2,Euclidean
2012,0,Timberman
2015,6,Timberman
2015,2,War of Beach
2012,2,Epistory - Typing Chronicles
2012,2,Dragon's Wake
2015,1,Comedy Quest
2015,4,Destiny Warriors
2015,2,Else Heart.Break()
2015,1,The Deer
2012,4,Heaven Island - VR MMO
2015,0,Heaven Island - VR MMO
2012,0,The Juicer
2012,4,MXGP2 - The Official Motocross Videogame
2012,4,Rabi-Ribi
2015,8,Dinosaur Hunt
2015,2,Poi
2012,6,Sakura Swim Club
2015,3,Sakura Swim Club
2012,2,Atlas Reactor
2012,2,Kindred Spirits on the Roof
2012,2,The Coma
2015,4,Crusaders of the Lost Idols
2012,1,Draw a Stickman: EPIC 2
2012,6,Planetbase
2015,2,Planetbase
2012,1,Stigmat
2015,2,Zero Punctuation: Hatfall - Hatters Gonna Hat Edition
2015,1,GabeN: The Final Decision
2012,2,ALPAGES : THE FIVE BOOKS
2015,8,Endless Sky
2015,8,SC2VN - The eSports Visual Novel
2015,1,Bitardia
2015,2,123 Slaughter Me Street
2012,2,LEGO® MARVEL's Avengers
2012,20,Pony Island
2012,0,Turok: Dinosaur Hunter
2015,2,Turok: Dinosaur Hunter
2012,16,Refunct
2012,2,Over the Dream
2012,1,Umineko
2012,2,AltspaceVR
2012,2,Soccer Manager 2016
2012,2,Legend of Mysteria
2012,6,Pro Evolution Soccer 2016 myClub
2015,3,Devilian
2012,9,ARK: Survival Of The Fittest
2015,2,Raiden Legacy
2012,6,ORION
2012,4,Princess Remedy in a World of Hurt
2012,2,"Warhammer 40,000: Dark Nexus Arena"
2012,2,Unfortunate Spacemen
2015,2,Timber and Stone
2012,0,Mystery Chronicle: One Way Heroics
2012,10,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist"
2015,22,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist"
2012,2,Contract
2012,2,SnakEscape
2015,2,The Fall of the Dungeon Guardians
2012,2,Rogue Harvest
2015,2,Genesis Online
2012,2,Kingdoms
2015,0,Kingdoms
2012,0,Angry Video Game Nerd II: ASSimilation
2015,6,Pink Hour
2012,8,BioShock Remastered
2012,2,12 is Better Than 6
2015,0,Ampersand
2012,8,EARTH DEFENSE FORCE 4.1  The Shadow of New Despair
2015,6,Liftoff
2012,6,Suits: A Business RPG
2012,2,Starward Rogue
2012,2,SHOWTIME 2073
2012,1,Dota 2 Player Profiles
2012,3,MELTY BLOOD Actress Again Current Code
2012,2,Reveal The Deep
2015,2,Reveal The Deep
2015,0,Zombie Exodus
2012,2,SENRAN KAGURA SHINOVI VERSUS
2012,2,TY the Tasmanian Tiger
2015,3,Electric Highways
2015,2,GASP
2012,2,The Black Death
2015,2,Metal War Online: Retribution
2012,8,Audioshield
2012,2,STEINS;GATE
2012,21,Drift Streets Japan
2012,2,Back to Dinosaur Island 
2012,146,Stardew Valley
2012,2,Metal Assault
2012,10,Danganronpa: Trigger Happy Havoc
2012,4,Danganronpa 2: Goodbye Despair
2015,14,CS:GO Player Profiles
2012,2,Life is Hard
2012,4,Junk Jack
2012,2,One More Dungeon
2015,2,One More Dungeon
2015,7,Nyan Cat: Lost In Space
2012,2,OmniBus
2015,2,Written in the Sky
2012,0,Block'hood
2012,1,Rubber Ducky and the Rainbow Gun
2015,3,Emily Wants To Play
2015,4,Diabolical
2012,0,Oh...Sir!
2015,5,Oh...Sir!
2012,2,Pay2Win: The Tricks Exposed
2012,2,Left Alone
2012,22,Emily is Away
2015,185,Emily is Away
2012,2,Major\Minor
2015,0,Major\Minor
2012,10,Turbo Pug
